path,line,voltage_v,current_reading,current_read_attempts,current_read_warning,measured_current_mA,current_std_mA,current_sample_1_mA,current_sample_2_mA,current_sample_3_mA,current_sample_4_mA,current_sample_5_mA,current_sample_6_mA,current_sample_7_mA,current_sample_8_mA,current_sample_9_mA,current_sample_10_mA,expected_current_mA,relative_current_error,relative_current_std,voltage_before,voltage_after,current_layer,voltage,min_check_voltage,current_mA
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,108,,,,,,,,,,,,,,,,,,,,3.502,3.509516842945854,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,116,,,,,,,,,,,,,,,,,,,,3.51,3.5175127679058997,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,123,,,,,,,,,,,,,,,,,,,,3.518,3.518,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,131,,,,,,,,,,,,,,,,,,,,3.518,3.525362746236165,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,139,,,,,,,,,,,,,,,,,,,,3.525,3.5320371146536726,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,148,,,,,,,,,,,,,,,,,,,,3.532,3.538646165815211,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,155,,,,,,,,,,,,,,,,,,,,3.539,3.540643317421412,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,164,,,,,,,,,,,,,,,,,,,,3.541,3.54667821109003,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,171,,,,,,,,,,,,,,,,,,,,3.547,3.5520625615438433,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,179,,,,,,,,,,,,,,,,,,,,3.552,3.556514690000382,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,187,,,,,,,,,,,,,,,,,,,,3.557,3.5607996539895073,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,196,,,,,,,,,,,,,,,,,,,,3.561,3.5651001348079743,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,203,,,,,,,,,,,,,,,,,,,,3.565,3.5685313296108543,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,211,,,,,,,,,,,,,,,,,,,,3.569,3.5720369631229003,3,,,
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,219,,,,,,,,,,,,,,,,,,,,3.572,3.574526491850286,3,,,
results\LayerwiseLossOptimize\run_20260701_170402_2x2\upload_voltage_failure_log.csv,36,,,,,,,,,,,,,,,,,,,,,,,4.332,0.5,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,84,,,,,,,,,,,,,,,,,,,,4.293,4.298624302136369,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,92,,,,,,,,,,,,,,,,,,,,4.299,4.3034173722840965,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,100,,,,,,,,,,,,,,,,,,,,4.303,4.307573862693863,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,107,,,,,,,,,,,,,,,,,,,,4.308,4.3119917901808025,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,116,,,,,,,,,,,,,,,,,,,,4.312,4.315571549192808,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,124,,,,,,,,,,,,,,,,,,,,4.316,4.316,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,135,,,,,,,,,,,,,,,,,,,,4.316,4.318528745294206,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,140,,,,,,,,,,,,,,,,,,,,4.319,4.319584854735145,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,148,,,,,,,,,,,,,,,,,,,,4.32,4.322198218535559,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,156,,,,,,,,,,,,,,,,,,,,4.322,4.3240336369720245,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,164,,,,,,,,,,,,,,,,,,,,4.324,4.3259506240658085,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,172,,,,,,,,,,,,,,,,,,,,4.326,4.327635202002907,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,180,,,,,,,,,,,,,,,,,,,,4.328,4.3296075585369564,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,188,,,,,,,,,,,,,,,,,,,,4.33,4.331535970870161,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,197,,,,,,,,,,,,,,,,,,,,4.332,4.333348009090438,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,204,,,,,,,,,,,,,,,,,,,,4.333,4.333596632196217,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,212,,,,,,,,,,,,,,,,,,,,4.334,4.334147140251761,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,220,,,,,,,,,,,,,,,,,,,,4.334,4.3351701009549455,3,,,
results\LayerwiseLossOptimize\run_20260702_092754\upload_voltage_failure_log.csv,231,,,,,,,,,,,,,,,,,,,,,,,4.33,0.5,
results\LayerwiseLossOptimize\run_20260702_092754\upload_voltage_failure_log.csv,248,,,,,,,,,,,,,,,,,,,,,,,4.333,0.5,-11.133647236066306
results\LayerwiseLossOptimize\run_20260702_092754\upload_voltage_failure_log.csv,310,,,,,,,,,,,,,,,,,,,,,,,4.334,0.5,
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,4,,,,,,,,,,,,,,,,,,,,3.502,3.513118822256793,3,,,
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,11,,,,,,,,,,,,,,,,,,,,3.513,3.5230423254207515,3,,,
