path,line,source,field,voltage_v
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter010.csv,76,csv,voltage,3.531
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,99,csv,voltage_before,3.531
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter003.csv,76,csv,voltage,3.531
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,156,csv,voltage_after,3.529057549785734
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,164,csv,voltage_before,3.529
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter009.csv,76,csv,voltage,3.529
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,91,csv,voltage_after,3.528496256873007
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,99,csv,voltage_before,3.528
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter002.csv,76,csv,voltage,3.528
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,91,csv,voltage_after,3.5261469561265626
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,148,csv,voltage_after,3.526143448087858
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,156,csv,voltage_before,3.526
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter008.csv,76,csv,voltage,3.526
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,99,csv,voltage_before,3.526
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter002.csv,76,csv,voltage,3.526
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,131,csv,voltage_after,3.525362746236165
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,139,csv,voltage_before,3.525
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter004.csv,76,csv,voltage,3.525
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,76,csv,voltage_after,3.524295916382487
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,84,csv,voltage_before,3.524
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter008.csv,76,csv,voltage,3.524
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,140,csv,voltage_after,3.5231830922967693
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,11,csv,voltage_after,3.5230423254207515
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,148,csv,voltage_before,3.523
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter007.csv,76,csv,voltage,3.523
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,19,csv,voltage_before,3.523
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter002.csv,76,csv,voltage,3.523
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,91,csv,voltage_before,3.523
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter002.csv,76,csv,voltage,3.523
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,83,csv,voltage_after,3.522812593007878
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,132,csv,voltage_after,3.5202624933664532
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,140,csv,voltage_before,3.52
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter006.csv,76,csv,voltage,3.52
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,123,csv,voltage_after,3.518
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,123,csv,voltage_before,3.518
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,131,csv,voltage_before,3.518
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter002.csv,76,csv,voltage,3.518
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter003.csv,76,csv,voltage,3.518
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,116,csv,voltage_after,3.5175127679058997
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,124,csv,voltage_after,3.5172883726183093
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,132,csv,voltage_before,3.517
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter005.csv,76,csv,voltage,3.517
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,91,csv,voltage_before,3.516
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter001.csv,76,csv,voltage,3.516
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,84,csv,voltage_after,3.5156600088656735
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,116,csv,voltage_after,3.514321338484325
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,84,csv,voltage_after,3.51406537574513
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,124,csv,voltage_before,3.514
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter004.csv,76,csv,voltage,3.514
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,91,csv,voltage_before,3.514
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter001.csv,76,csv,voltage,3.514
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,4,csv,voltage_after,3.513118822256793
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,11,csv,voltage_before,3.513
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter001.csv,76,csv,voltage,3.513
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,83,csv,voltage_before,3.513
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter001.csv,76,csv,voltage,3.513
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,76,csv,voltage_after,3.512618463457352
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,108,csv,voltage_after,3.5113486918492867
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,116,csv,voltage_before,3.511
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter003.csv,76,csv,voltage,3.511
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,116,csv,voltage_before,3.51
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter001.csv,76,csv,voltage,3.51
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,108,csv,voltage_after,3.509516842945854
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,100,csv,voltage_after,3.5083547406095543
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,108,csv,voltage_before,3.508
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter002.csv,76,csv,voltage,3.508
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,60,csv,voltage_after,3.5073980651333283
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,68,csv,voltage_after,3.507
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,68,csv,voltage_before,3.507
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,76,csv,voltage_before,3.507
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter006.csv,76,csv,voltage,3.507
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter007.csv,76,csv,voltage,3.507
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,92,csv,voltage_after,3.505312995691246
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,100,csv,voltage_before,3.505
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter001.csv,76,csv,voltage,3.505
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,36,csv,voltage_after,3.504
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,44,csv,voltage_after,3.504
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,52,csv,voltage_after,3.504
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,36,csv,voltage_before,3.504
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,44,csv,voltage_before,3.504
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,52,csv,voltage_before,3.504
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,60,csv,voltage_before,3.504
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter002.csv,76,csv,voltage,3.504
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter003.csv,76,csv,voltage,3.504
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter004.csv,76,csv,voltage,3.504
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter005.csv,76,csv,voltage,3.504
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,28,csv,voltage_after,3.503689557953868
results\LayerwiseLossOptimize\run_20260615_231845\initial_voltage_plan.csv,12,csv,initial_voltage,3.502115091987512
results\LayerwiseLossOptimize\run_20260616_181448\initial_voltage_plan.csv,12,csv,initial_voltage,3.502115091987512
results\LayerwiseLossOptimize\run_20260623_174638\initial_voltage_plan.csv,12,csv,initial_voltage,3.502115091987512
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\initial_voltage_plan.csv,4,csv,initial_voltage,3.502115091987512
results\LayerwiseLossOptimize\run_20260704_064718\initial_voltage_plan.csv,12,csv,initial_voltage,3.502115091987512
results\LayerwiseLossOptimize\run_20260705_112145\initial_voltage_plan.csv,12,csv,initial_voltage,3.502115091987512
results\LayerwiseLossOptimize\run_20260706_085735\initial_voltage_plan.csv,12,csv,initial_voltage,3.502115091987512
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,20,csv,voltage_after,3.502
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,20,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,28,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter000.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter001.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,92,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter000.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,108,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter000.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,4,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter000.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,76,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter000.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,84,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter000.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,84,csv,voltage_before,3.502
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter000.csv,76,csv,voltage,3.502
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\upload_voltage_failure_log.csv,358,csv,min_check_voltage,0.5
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\upload_voltage_failure_log.csv,559,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260616_181448\upload_voltage_failure_log.csv,267,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260623_141324\upload_voltage_failure_log.csv,36,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260701_170402_2x2\upload_voltage_failure_log.csv,36,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260702_092754\upload_voltage_failure_log.csv,231,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260702_092754\upload_voltage_failure_log.csv,248,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260702_092754\upload_voltage_failure_log.csv,310,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\upload_voltage_failure_log.csv,3,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260704_064718\upload_voltage_failure_log.csv,60,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260704_064718\upload_voltage_failure_log.csv,170,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260705_112145\upload_voltage_failure_log.csv,111,csv,min_check_voltage,0.5
results\LayerwiseLossOptimize\run_20260706_085735\upload_voltage_failure_log.csv,452,csv,min_check_voltage,0.5
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,76,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,204,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,332,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,460,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,588,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,716,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,844,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,972,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1100,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1228,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1356,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1484,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1612,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1740,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1868,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,1996,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,2124,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,2252,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,2380,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,2508,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,2636,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,2764,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,2892,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3020,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3148,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3276,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3404,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3532,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3660,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3788,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,3916,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4044,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4172,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4300,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4428,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4556,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4684,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4812,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,4940,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5068,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5196,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5324,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5452,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5580,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5708,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5836,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,5964,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6092,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6220,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6348,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6476,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6604,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6732,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6860,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,6988,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,7116,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,7244,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,7372,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,7500,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,7628,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,7756,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,7884,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8012,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8140,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8268,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8396,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8524,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8652,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8780,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,8908,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9036,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9164,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9292,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9420,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9548,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9676,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9804,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,9932,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10060,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10188,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10316,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10444,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10572,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10700,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10828,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10956,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11084,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11212,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11340,csv,voltage_v,0.0
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11468,csv,voltage_v,0.0
