sample_index,feature_csv_0,feature_csv_1,feature_csv_2,feature_csv_3,feature_csv_4,feature_csv_5,feature_csv_6,feature_csv_7,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,expected_output_power_from_csv_0,expected_output_power_from_csv_1,expected_output_power_from_csv_2,expected_output_power_from_csv_3,expected_output_power_from_csv_4,expected_output_power_from_csv_5,expected_output_power_from_csv_6,expected_output_power_from_csv_7,estimated_feature_diag_0,feature_error_diag_0,estimated_feature_diag_1,feature_error_diag_1,estimated_feature_diag_2,feature_error_diag_2,estimated_feature_diag_3,feature_error_diag_3,estimated_feature_diag_4,feature_error_diag_4,estimated_feature_diag_5,feature_error_diag_5,estimated_feature_diag_6,feature_error_diag_6,estimated_feature_diag_7,feature_error_diag_7,estimated_feature_lstsq_0,feature_error_lstsq_0,estimated_feature_lstsq_1,feature_error_lstsq_1,estimated_feature_lstsq_2,feature_error_lstsq_2,estimated_feature_lstsq_3,feature_error_lstsq_3,estimated_feature_lstsq_4,feature_error_lstsq_4,estimated_feature_lstsq_5,feature_error_lstsq_5,estimated_feature_lstsq_6,feature_error_lstsq_6,estimated_feature_lstsq_7,feature_error_lstsq_7,fitted_output_power_lstsq_0,fitted_output_power_lstsq_1,fitted_output_power_lstsq_2,fitted_output_power_lstsq_3,fitted_output_power_lstsq_4,fitted_output_power_lstsq_5,fitted_output_power_lstsq_6,fitted_output_power_lstsq_7,feature_mae_diag,feature_max_abs_error_diag,feature_mae_lstsq,feature_max_abs_error_lstsq,output_power_mae_vs_csv_expected,output_power_max_abs_error_vs_csv_expected
10,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,3.262768e-07,6.79417e-07,1.535673e-06,1.658344e-06,0.0001067276,9.921877e-07,8.933185e-07,7.070958e-07,0.0,0.0,0.0,0.0,0.00011199999999999998,0.0,0.0,0.0,0.0027189733333333336,0.0027189733333333336,0.005661808333333333,0.005661808333333333,0.012797275000000002,0.012797275000000002,0.013819533333333335,0.013819533333333335,0.8893966666666667,-0.04393666666666651,0.008268230833333334,0.008268230833333334,0.007444320833333334,0.007444320833333334,0.005892465,0.005892465,0.0027189733333333336,0.0027189733333333336,0.005661808333333333,0.005661808333333333,0.012797275000000002,0.012797275000000002,0.013819533333333335,0.013819533333333335,0.8893966666666667,-0.04393666666666651,0.008268230833333334,0.008268230833333334,0.007444320833333334,0.007444320833333334,0.005892465,0.005892465,3.262768e-07,6.79417e-07,1.535673e-06,1.658344e-06,0.0001067276,9.921877e-07,8.933185e-07,7.070958e-07,0.012567409166666649,0.04393666666666651,0.012567409166666647,0.04393666666666651,1.5080890999999984e-06,5.272399999999987e-06
11,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,0.0,2.300329e-07,9.227703e-07,1.758402e-06,0.000105544,1.719908e-06,5.796515e-07,7.190925e-07,8.30949e-07,0.0,0.0,0.0,0.00011199999999999998,0.0,0.0,0.0,0.0,0.0019169408333333333,0.0019169408333333333,0.007689752500000001,0.007689752500000001,0.01465335,0.01465335,0.8795333333333335,-0.05379999999999974,0.014332566666666668,0.014332566666666668,0.004830429166666667,0.004830429166666667,0.0059924375,0.0059924375,0.0069245750000000005,0.0069245750000000005,0.0019169408333333333,0.0019169408333333333,0.007689752500000001,0.007689752500000001,0.01465335,0.01465335,0.8795333333333334,-0.05379999999999985,0.014332566666666668,0.014332566666666668,0.004830429166666666,0.004830429166666666,0.0059924375,0.0059924375,0.0069245750000000005,0.0069245750000000005,2.300329e-07,9.227703e-07,1.758402e-06,0.00010554399999999999,1.719908e-06,5.796514999999999e-07,7.190925e-07,8.30949e-07,0.0137675064583333,0.05379999999999974,0.013767506458333316,0.05379999999999985,1.6521007749999977e-06,6.45599999999998e-06
12,0.0,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,3.27475e-07,6.738402e-07,1.538859e-06,1.691147e-06,0.0001096037,1.003739e-06,8.956493e-07,7.024041e-07,0.0,0.0,0.0,0.0,0.00011482352941176469,0.0,0.0,0.0,0.0027289583333333337,0.0027289583333333337,0.005615335000000001,0.005615335000000001,0.012823825,0.012823825,0.014092891666666668,0.014092891666666668,0.9133641666666668,-0.04349857843137239,0.008364491666666668,0.008364491666666668,0.007463744166666667,0.007463744166666667,0.0058533675000000005,0.0058533675000000005,0.0027289583333333332,0.0027289583333333332,0.005615335000000001,0.005615335000000001,0.012823825,0.012823825,0.014092891666666668,0.014092891666666668,0.9133641666666666,-0.0434985784313725,0.008364491666666668,0.008364491666666668,0.007463744166666667,0.007463744166666667,0.0058533675000000005,0.0058533675000000005,3.27475e-07,6.738402e-07,1.538859e-06,1.691147e-06,0.00010960369999999998,1.003739e-06,8.956493e-07,7.024041e-07,0.012555148970588216,0.04349857843137239,0.01255514897058823,0.0434985784313725,1.5066178764705873e-06,5.219829411764698e-06
13,0.0,0.0,0.0,0.9568627450980391,0.0,0.0,0.0,0.0,2.29502e-07,9.182332e-07,1.850458e-06,0.0001089835,1.752914e-06,5.779037e-07,7.184851e-07,8.331206e-07,0.0,0.0,0.0,0.00011482352941176469,0.0,0.0,0.0,0.0,0.001912516666666667,0.001912516666666667,0.007651943333333334,0.007651943333333334,0.015420483333333335,0.015420483333333335,0.9081958333333334,-0.04866691176470572,0.014607616666666667,0.014607616666666667,0.004815864166666667,0.004815864166666667,0.005987375833333334,0.005987375833333334,0.006942671666666667,0.006942671666666667,0.001912516666666667,0.001912516666666667,0.007651943333333334,0.007651943333333334,0.015420483333333335,0.015420483333333335,0.9081958333333334,-0.04866691176470572,0.014607616666666667,0.014607616666666667,0.004815864166666667,0.004815864166666667,0.005987375833333334,0.005987375833333334,0.006942671666666667,0.006942671666666667,2.29502e-07,9.182332e-07,1.850458e-06,0.0001089835,1.752914e-06,5.779037e-07,7.184851e-07,8.331206e-07,0.013250672928921549,0.04866691176470572,0.01325067292892155,0.04866691176470572,1.590080751470586e-06,5.840029411764689e-06
14,0.0,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,3.139309e-07,6.754874e-07,1.512313e-06,1.414419e-06,8.969253e-05,9.682868e-07,8.678434e-07,7.030863e-07,0.0,0.0,0.0,0.0,9.505882352941172e-05,0.0,0.0,0.0,0.0026160908333333335,0.0026160908333333335,0.005629061666666667,0.005629061666666667,0.012602608333333334,0.012602608333333334,0.011786825,0.011786825,0.7474377500000001,-0.044719112745097656,0.008069056666666668,0.008069056666666668,0.007232028333333334,0.007232028333333334,0.0058590525,0.0058590525,0.0026160908333333335,0.0026160908333333335,0.005629061666666667,0.005629061666666667,0.012602608333333334,0.012602608333333334,0.011786825,0.011786825,0.7474377500000001,-0.044719112745097656,0.008069056666666668,0.008069056666666668,0.007232028333333334,0.007232028333333334,0.0058590525,0.0058590525,3.139309e-07,6.754874e-07,1.512313e-06,1.414419e-06,8.969253e-05,9.682868e-07,8.678434e-07,7.030863e-07,0.012314229509803876,0.044719112745097656,0.012314229509803876,0.044719112745097656,1.4777075411764645e-06,5.366293529411717e-06
15,0.0,0.0,0.0,0.7921568627450978,0.0,0.0,0.0,0.0,2.28448e-07,8.927789e-07,1.346928e-06,8.941138e-05,1.511419e-06,5.67585e-07,7.160277e-07,8.217139e-07,0.0,0.0,0.0,9.505882352941172e-05,0.0,0.0,0.0,0.0,0.0019037333333333335,0.0019037333333333335,0.007439824166666667,0.007439824166666667,0.0112244,0.0112244,0.7450948333333334,-0.047062029411764406,0.012595158333333334,0.012595158333333334,0.004729875000000001,0.004729875000000001,0.0059668975,0.0059668975,0.006847615833333334,0.006847615833333334,0.0019037333333333335,0.0019037333333333335,0.007439824166666667,0.007439824166666667,0.0112244,0.0112244,0.7450948333333334,-0.047062029411764406,0.012595158333333334,0.012595158333333334,0.004729875000000001,0.004729875000000001,0.0059668975,0.0059668975,0.006847615833333334,0.006847615833333334,2.28448e-07,8.927789e-07,1.346928e-06,8.941138e-05,1.511419e-06,5.67585e-07,7.160277e-07,8.217139e-07,0.012221191697303884,0.047062029411764406,0.012221191697303882,0.047062029411764406,1.466543003676465e-06,5.64744352941172e-06
16,0.0,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,3.071104e-07,6.731988e-07,1.492236e-06,1.242381e-06,7.765733e-05,9.499652e-07,8.524176e-07,7.064136e-07,0.0,0.0,0.0,0.0,8.235294117647055e-05,0.0,0.0,0.0,0.0025592533333333336,0.0025592533333333336,0.0056099900000000005,0.0056099900000000005,0.012435300000000002,0.012435300000000002,0.010353175000000001,0.010353175000000001,0.6471444166666668,-0.039130093137254573,0.007916376666666667,0.007916376666666667,0.0071034800000000006,0.0071034800000000006,0.00588678,0.00588678,0.0025592533333333336,0.0025592533333333336,0.0056099900000000005,0.0056099900000000005,0.012435300000000002,0.012435300000000002,0.010353175000000001,0.010353175000000001,0.6471444166666668,-0.039130093137254573,0.007916376666666667,0.007916376666666667,0.0071034800000000006,0.0071034800000000006,0.00588678,0.00588678,3.071104e-07,6.731988e-07,1.492236e-06,1.242381e-06,7.765733e-05,9.499652e-07,8.524176e-07,7.064136e-07,0.011374306017156822,0.039130093137254573,0.01137430601715682,0.039130093137254573,1.364916722058819e-06,4.6956111764705525e-06
17,0.0,0.0,0.0,0.6862745098039214,0.0,0.0,0.0,0.0,2.29709e-07,8.7708e-07,1.061351e-06,7.73405e-05,1.352705e-06,5.624234e-07,7.161945e-07,8.175459e-07,0.0,0.0,0.0,8.235294117647055e-05,0.0,0.0,0.0,0.0,0.0019142416666666669,0.0019142416666666669,0.007309,0.007309,0.008844591666666667,0.008844591666666667,0.6445041666666667,-0.041770343137254695,0.011272541666666667,0.011272541666666667,0.004686861666666667,0.004686861666666667,0.005968287500000001,0.005968287500000001,0.0068128825,0.0068128825,0.0019142416666666669,0.0019142416666666669,0.007309,0.007309,0.008844591666666667,0.008844591666666667,0.6445041666666667,-0.041770343137254695,0.011272541666666667,0.011272541666666667,0.004686861666666667,0.004686861666666667,0.0059682875,0.0059682875,0.0068128825,0.0068128825,2.29709e-07,8.7708e-07,1.061351e-06,7.73405e-05,1.352705e-06,5.624234e-07,7.161944999999999e-07,8.175459e-07,0.01107234372549017,0.041770343137254695,0.011072343725490172,0.041770343137254695,1.3286812470588196e-06,5.012441176470558e-06
18,0.0,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,3.100331e-07,6.786303e-07,1.503134e-06,1.268828e-06,7.975688e-05,9.578882e-07,8.561425e-07,7.071463e-07,0.0,0.0,0.0,0.0,8.423529411764705e-05,0.0,0.0,0.0,0.0025836091666666667,0.0025836091666666667,0.0056552525,0.0056552525,0.012526116666666667,0.012526116666666667,0.010573566666666668,0.010573566666666668,0.6646406666666667,-0.03732011764705878,0.007982401666666666,0.007982401666666666,0.007134520833333334,0.007134520833333334,0.005892885833333334,0.005892885833333334,0.0025836091666666667,0.0025836091666666667,0.0056552525,0.0056552525,0.012526116666666667,0.012526116666666667,0.010573566666666668,0.010573566666666668,0.6646406666666667,-0.03732011764705878,0.007982401666666666,0.007982401666666666,0.007134520833333334,0.007134520833333334,0.005892885833333333,0.005892885833333333,3.100331e-07,6.786303e-07,1.503134e-06,1.268828e-06,7.975688e-05,9.578882e-07,8.561425e-07,7.071462999999999e-07,0.011208558872549016,0.03732011764705878,0.011208558872549014,0.03732011764705878,1.3450270647058819e-06,4.478414117647055e-06
19,0.0,0.0,0.0,0.7019607843137254,0.0,0.0,0.0,0.0,2.304133e-07,8.857405e-07,1.091023e-06,7.889519e-05,1.385374e-06,5.653912e-07,7.181819e-07,8.172386e-07,0.0,0.0,0.0,8.423529411764705e-05,0.0,0.0,0.0,0.0,0.0019201108333333334,0.0019201108333333334,0.007381170833333334,0.007381170833333334,0.009091858333333334,0.009091858333333334,0.6574599166666667,-0.04450086764705874,0.011544783333333334,0.011544783333333334,0.004711593333333333,0.004711593333333333,0.005984849166666668,0.005984849166666668,0.0068103216666666674,0.0068103216666666674,0.0019201108333333334,0.0019201108333333334,0.007381170833333334,0.007381170833333334,0.009091858333333334,0.009091858333333334,0.6574599166666667,-0.04450086764705874,0.011544783333333334,0.011544783333333334,0.004711593333333333,0.004711593333333333,0.005984849166666668,0.005984849166666668,0.0068103216666666674,0.0068103216666666674,2.304133e-07,8.857405e-07,1.091023e-06,7.889519e-05,1.385374e-06,5.653912e-07,7.181819e-07,8.172386e-07,0.011493194393382342,0.04450086764705874,0.011493194393382342,0.04450086764705874,1.3791833272058816e-06,5.340104117647053e-06
20,0.0,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,3.090319e-07,6.823676e-07,1.503965e-06,1.258233e-06,7.880213e-05,9.570455e-07,8.591729e-07,7.077124e-07,0.0,0.0,0.0,0.0,8.376470588235293e-05,0.0,0.0,0.0,0.0025752658333333335,0.0025752658333333335,0.005686396666666667,0.005686396666666667,0.012533041666666668,0.012533041666666668,0.010485275,0.010485275,0.6566844166666668,-0.0413547990196077,0.007975379166666668,0.007975379166666668,0.007159774166666667,0.007159774166666667,0.0058976033333333336,0.0058976033333333336,0.0025752658333333335,0.0025752658333333335,0.005686396666666667,0.005686396666666667,0.012533041666666668,0.012533041666666668,0.010485275,0.010485275,0.6566844166666668,-0.0413547990196077,0.007975379166666668,0.007975379166666668,0.007159774166666667,0.007159774166666667,0.0058976033333333336,0.0058976033333333336,3.090319e-07,6.823676e-07,1.503965e-06,1.258233e-06,7.880213e-05,9.570455e-07,8.591729e-07,7.077124e-07,0.011708441856617631,0.0413547990196077,0.011708441856617631,0.0413547990196077,1.4050130227941155e-06,4.962575882352924e-06
21,0.0,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,0.0,2.338762e-07,8.861074e-07,1.091911e-06,7.897329e-05,1.380678e-06,5.686103e-07,7.195047e-07,8.193879e-07,0.0,0.0,0.0,8.376470588235293e-05,0.0,0.0,0.0,0.0,0.0019489683333333335,0.0019489683333333335,0.0073842283333333345,0.0073842283333333345,0.009099258333333334,0.009099258333333334,0.6581107500000001,-0.039928465686274395,0.011505650000000001,0.011505650000000001,0.004738419166666667,0.004738419166666667,0.0059958725,0.0059958725,0.006828232500000001,0.006828232500000001,0.0019489683333333335,0.0019489683333333335,0.0073842283333333345,0.0073842283333333345,0.009099258333333334,0.009099258333333334,0.6581107500000001,-0.039928465686274395,0.011505650000000001,0.011505650000000001,0.004738419166666667,0.004738419166666667,0.0059958725,0.0059958725,0.006828232500000001,0.006828232500000001,2.338762e-07,8.861074e-07,1.091911e-06,7.897329e-05,1.380678e-06,5.686103e-07,7.195047e-07,8.193879e-07,0.010928636856617633,0.039928465686274395,0.010928636856617633,0.039928465686274395,1.3114364227941163e-06,4.791415882352931e-06
